VAR1;WAVE_NON;TREE_NO;C1999;C1998;C1997;C1996;C1995;C1994;C1993;C1992;C1991;NOTES_IN;G1998;G1997;G1996;G1995;G1994;G1993;G1992;G1991;G1990;DBH;DBH_MM;DBH_2;DBH_2MM;AGE;GOOD_OR;PC1998;AC1998;PC1994;AC1994;R3PC1998;RPC1994;RAC1994;RLOOKOUT;RSHREWYS;RWILLS;C8TOT;G8TOT;RAC1994I;RPC1994I;R3PC1998;AC1998I;TOTCONES
Fajita;n;704;0;15;5;0;55;107;21;3;20;;12;21;17;28;16;28;21;26;26;9.2;92;84.64;846.4;48;n;183;12;101;94;66;75;61;0;0;Fajita;206;169;561.2;690;607.2;110.4;226
Fajita;n;705;0;47;2;0;0;67;30;10;0;;10;18;19;13;10;13;15;16;14;12.9;129;166.41;1664.1;45;n;118;10;58;70;50;44;42;0;0;Fajita;156;114;541.8;567.6;645;129;156
Fajita;n;708;0;8;12;0;5;17;0;0;0;;4;8;10;10;9;7;6;3;6;6.7;67;44.89;448.9;40;n;59;4;22;41;28;16;29;0;0;Fajita;42;57;194.3;107.2;187.6;26.8;42
Fajita;n;709;0;56;2;5;0;18;5;0;0;;4;9;8;11;10;11;6;8;7;9.6;96;92.16;921.6;38;n;70;4;32;42;28;25;29;0;0;Fajita;86;67;278.4;240;268.8;38.4;86
Fajita;n;710;0;13;0;0;40;41;0;0;0;;7;9;10;8;10;12;14;12;8;8.4;84;70.56;705.6;47;n;83;7;46;44;27;38;28;0;0;Fajita;94;82;235.2;319.2;226.8;58.8;94
Fajita;n;714;0;7;14;0;27;6;0;0;0;;8;12;9;19;7;10.5;17;13;12;8;80;64;640;44;n;99.5;8;52.5;55;40;40.5;35;0;0;Fajita;54;95.5;280;324;320;64;54
Fajita;n;718;0;0;0;0;0;1;0;0;0;;7;12;8;13;12;13;17;18;14;8.7;87;75.69;756.9;40;n;107;7;62;52;33;48;33;0;0;Fajita;1;100;287.1;417.6;287.1;60.9;1
Fajita;n;719;1;2;0;0;0;3;3;5;0;;6;12;8;6;5;9;9;12;14;6.7;67;44.89;448.9;43;n;75;6;44;37;26;30;19;0;0;Fajita;14;67;127.3;201;174.2;40.2;14
Fajita;n;720;1;17;2;0;18;6;0;0;0;;9;14;10;18;11;10;16;9;12;9.2;92;84.64;846.4;44;n;100;9;47;62;42;35;39;0;0;Fajita;44;97;358.8;322;386.4;82.8;44
Fajita;n;723;0;44;6;17;2;39;0;0;0;;5;8;6;8;6;6;12;10;5;9.5;95;90.25;902.5;40;n;61;5;33;33;22;28;20;0;0;Fajita;108;61;190;266;209;47.5;108
Fajita;n;730;0;25.5;0;12.5;5.5;61;5;5;2;;7;6;10;11;11;14;14;14;11;8;80;64;640;45;n;91;7;53;45;27;42;32;0;0;Fajita;114.5;87;256;336;216;56;116.5
Fajita;n;740;0;0;0;0;0;9;5;0;0;;7;11;7;13;10;9;10;11;13;5.5;55;30.25;302.5;39;n;84;7;43;48;31;30;30;0;0;Fajita;14;78;165;165;170.5;38.5;14
Fajita;n;741;1;33;0;0;0;32;7;0;0;;11;21;20;19;18;11;22;16;10;8.5;85;72.25;722.5;34;n;137;11;59;89;60;49;57;0;0;Fajita;73;138;484.5;416.5;510;93.5;73
Fajita;n;744;0;32;0;0;0;15;0;0;;;7;11;10;12;16;13;13;12;;6.1;61;37.21;372.1;38;n;87;7;38;56;33;38;38;0;0;Fajita;47;94;231.8;231.8;201.3;42.7;
Fajita;n;747;0;2;0;0;1;0;0;0;0;;15;19;17;14;15;15;15;12;15;5.7;57;32.49;324.9;43;n;122;15;57;80;50;42;46;0;0;Fajita;3;122;262.2;239.4;285;85.5;3
Fajita;n;750;0;2;0;0;0;0;0;;;;12;16;12;12;8;10;9;;;7.5;75;56.25;562.5;41;n;67;12;19;60;40;19;32;0;0;Fajita;;;240;142.5;300;90;
Fajita;n;751;0;11;0;0;0;2;3;0;0;;12;10;8;9;11;14;10;12;14;5.6;56;31.36;313.6;38;n;88;12;50;50;27;36;28;0;0;Fajita;16;86;156.8;201.6;151.2;67.2;16
Fajita;n;752;0;18;16;0;10;33;10;0;0;;6;8;8;9;9;10;20;12;10;8;80;64;640;42;n;86;6;52;40;25;42;26;0;0;Fajita;87;82;208;336;200;48;87
Fajita;n;754;0;26;6;4;11;12;2;0;0;;5;9;8;11;18;9;12;16;21;6.5;65;42.25;422.5;39;n;104;5;58;51;28;37;37;0;0;Fajita;61;88;240.5;240.5;182;32.5;61
Fajita;n;755;2;16;7;4;8;0;0;11;0;;6;6;7;4;6;7;11;12;11;9.6;96;92.16;921.6;48;n;64;6;41;29;17;30;17;0;0;Fajita;48;59;163.2;288;163.2;57.6;48
Fajita;n;757;0;0;0;0;0;0;0;0;0;;6;13;15;12;16;14;14;;;6.1;61;37.21;372.1;39;n;84;6;28;62;40;28;43;0;0;Fajita;0;;262.3;170.8;244;36.6;0
Fajita;n;766;0;4;0;0;0;7;6;0;0;;11;17;11;10;19;18;12;10;9;7.9;79;62.41;624.1;53;n;106;11;49;68;38;40;40;0;0;Fajita;17;108;316;316;300.2;86.9;17
Fajita;n;769;0;1;1;0;0;2;1;0;0;;12;18;17;13;20;11;14;14;18;5.9;59;34.81;348.1;39;n;125;12;57;80;48;39;50;0;0;Fajita;5;119;295;230.1;283.2;70.8;5
Fajita;n;776;1;41;4;2;0;35;5;0;0;;3;6;8;6;14;12;16;17;11;11;110;121;1210;43;n;90;3;56;37;20;45;28;0;0;Fajita;88;82;308;495;220;33;88
Fajita;n;791;0;20;2;1;0;15;4;0;;;18;18;12;7;10;11;8;11;;10.7;107;114.49;1144.9;44;n;77;18;30;65;37;30;29;0;0;Fajita;42;95;310.3;321;395.9;192.6;
Fajita;n;794;0;19;0;0;0;0;;;;;10;15;11;8;10;10;10;;;6.9;69;47.61;476.1;46;n;64;10;20;54;34;20;29;0;0;Fajita;;;200.1;138;234.6;69;
Fajita;n;797;0;5;0;0;0;6;0;0;0;;14;23;12;15;13;14;16;24;25;8.2;82;67.24;672.4;44;n;142;14;79;77;50;54;40;0;0;Fajita;11;131;328;442.8;410;114.8;11
Fajita;n;806;4;33;0;11;7;68;10;0;0;;15;10;12;13;7;8;21;12;11;12.8;128;163.84;1638.4;39;n;94;15;52;57;35;41;32;0;0;Fajita;133;98;409.6;524.8;448;192;133
Fajita;n;809;0;58;0;8;0;35;0;0;;;14;17;11;12;11;12;12;14;;10.3;103;106.09;1060.9;43;n;89;14;38;65;40;38;34;0;0;Fajita;101;103;350.2;391.4;412;144.2;
Fajita;n;816;14;45;5;4;0;31;22;0;0;;17;23;20;16;24;12;13;11;12;12.8;128;163.84;1638.4;48;n;131;17;48;100;59;36;60;0;0;Fajita;121;136;768;460.8;755.2;217.6;121
Fajita;n;817;0;5;11;3;5;;;;;;16;19;16;14;10;11;;;;11.7;117;136.89;1368.9;43;n;70;16;11;75;49;11;40;0;0;Fajita;;;468;128.7;573.3;187.2;
Fajita;n;827;13;40;0;2;1;99;11;0;0;;23;32;25;25;21;22;17;24;19;12.5;125;156.25;1562.5;44;n;185;23;82;126;82;63;71;0;0;Fajita;166;189;887.5;787.5;1025;287.5;166
Fajita;n;836;5;64;0;0;0;81;21;0;0;;14;22;23;12;13;16;22;28;14;13.7;137;187.69;1876.9;34;n;150;14;80;84;57;66;48;0;0;Fajita;171;150;657.6;904.2;780.9;191.8;171
Fajita;n;841;0;68;0;0;0;46;6;0;0;;14;18;24;11;10;22;13;36;31;;;;;;n;165;14;102;77;53;71;45;0;0;Fajita;120;148;;;;;120
Fajita;n;672a;0;0;0;4;4;13;0;0;0;;3;8;10;6;8;11;10;13;10;;;;;;n;76;3;44;35;24;34;24;0;0;Fajita;21;69;;;;;21
Fajita;n;S1;0;29;0;5;15;11;0;0;0;;12;10;9;6;7;6;7;10;11;;;;;;n;66;12;34;44;25;23;22;0;0;Fajita;60;67;;;;;60
Fajita;n;S2;0;9;0;0;0;12;0;1;0;;13;20;15;14;16;14;7;8;14;;;;;;n;108;13;43;78;49;29;45;0;0;Fajita;22;107;;;;;22
Fajita;n;S3;0;28;0;4;1;7;0;;;;18;24;24;17;20;20;14;;;;;;;;n;119;18;34;103;65;34;61;0;0;Fajita;;;;;;;
Fajita;n;S4;0;48;20;2;0;;;;;"6th node";12;14;14;20;22;21;25;;;;;;;;n;116;12;46;82;48;46;56;0;0;0;;;;;;;
Lookout;w;93;0;0;0;3;0;17;;;;B;10;16;8;6;5;6;8;15;17;6.5;65;42.25;422.5;41;g;81;10;46;45;30;29;19;1;0;0;;74;123.5;188.5;195;65;
Lookout;w;S3;3;7;0;6;47;0;0;0;0;B;10;11;11;10;10;11;13;14;18;11.8;118;139.24;1392.4;46;g;98;10;56;52;32;38;31;1;0;0;63;90;365.8;448.4;377.6;118;63
Lookout;w;37B;0;3;1;0;0;13;3;3;0;B;2;8;11;7;8;8;6;10;12;6.3;63;39.69;396.9;48;g;70;2;36;36;26;24;26;1;0;0;23;60;163.8;151.2;163.8;12.6;23
Lookout;w;51A;0;0;0;0;0;2;2;0;0;B;7;9;9;8;7;9;7;9;7;6.3;63;39.69;396.9;45;g;65;7;32;40;26;25;24;1;0;0;4;65;151.2;157.5;163.8;44.1;4
Lookout;w;C;2;7;8;0;34;0;0;0;0;B;12;14;13;14;11;10;13;11;11;8.2;82;67.24;672.4;30;g;97;12;45;64;41;34;38;1;0;0;51;98;311.6;278.8;336.2;98.4;51
Lookout;w;550a;0;0;0;10;0;0;0;0;0;B;7;10;6;7;8;7;11;15;13;6.2;62;38.44;384.4;34;g;77;7;46;38;23;33;21;1;0;0;10;71;130.2;204.6;142.6;43.4;10
Lookout;w;587a;0;0;0;0;14;0;0;0;0;B;10;12;12;13;9;10;10;9;13;6.7;67;44.89;448.9;27;g;88;10;42;56;37;29;34;1;0;0;14;85;227.8;194.3;247.9;67;14
Lookout;w;126;0;14;0;0;39;25;0;0;0;B;15;15;10;15;11;12;18;16;18;9.8;98;96.04;960.4;50;g;115;15;64;66;40;46;36;1;0;0;78;112;352.8;450.8;392;147;78
Lookout;w;128;5;9;0;12;0;18;3;0;0;B;11;14;9;10;7;10;7;15;9;9.4;94;88.36;883.6;48;g;81;11;41;51;33;32;26;1;0;0;47;83;244.4;300.8;310.2;103.4;47
Lookout;w;130;0;12;2;0;2;9;6;0;0;B;11;13;8;11;10;8;10;12;;6.7;67;44.89;448.9;40;g;72;11;30;53;32;30;29;1;0;0;31;83;194.3;201;214.4;73.7;31
Lookout;w;131;0;10;0;4;26;2;0;0;0;B;12;14;11;12;15;7;12;12;8;6;60;36;360;48;g;91;12;39;64;37;31;38;1;0;0;42;95;228;186;222;72;42
Lookout;w;132;0;3;5;0;12;4;0;0;0;B;12;15;15;9;7;10;10;13;9;4.9;49;24.01;240.1;32;g;88;12;42;58;39;33;31;1;0;0;24;91;151.9;161.7;191.1;58.8;24
Lookout;w;133;0;0;0;17;11;14;0;0;0;B;20;11;11;9;12;14;20;11;14;9.6;96;92.16;921.6;50;g;102;20;59;63;31;45;32;1;0;0;42;108;307.2;432;297.6;192;42
Lookout;w;134;0;10;0;12;33;0;0;0;0;B;9;12;9;10;8;8;8;12;13;7.5;75;56.25;562.5;52;g;80;9;41;48;31;28;27;1;0;0;55;76;202.5;210;232.5;67.5;55
Lookout;w;135;0;0;0;4;4;11;0;0;0;B;10;12;12;10;8;7;11;14;13;8.4;84;70.56;705.6;56;g;87;10;45;52;34;32;30;1;0;0;19;84;252;268.8;285.6;84;19
Lookout;w;138;0;2;0;3;5;;;;;B;18;20;6;8;9;;;;;6.5;65;42.25;422.5;50;g;43;18;;61;34;;23;1;0;0;;;149.5;;221;117;
Lookout;w;141;1;19;0;11;7;16;0;;;B;12;15;9;13;7;8;10;11;14;7.8;78;60.84;608.4;52;g;87;12;43;56;37;29;29;1;0;0;;85;226.2;226.2;288.6;93.6;
Lookout;w;142;0;20;0;12;16;15;0;0;0;B;15;17;14;11;12;13;14;13;10;7.4;74;54.76;547.6;52;g;104;15;50;69;42;40;37;1;0;0;63;109;273.8;296;310.8;111;63
Lookout;w;143;0;17;0;15;95;0;0;0;0;B;12;20;10;14;16;16;32;18;14;9.9;99;98.01;980.1;53;g;140;12;80;72;44;66;40;1;0;0;127;138;396;653.4;435.6;118.8;127
Lookout;w;144;0;0;0;0;9;0;0;0;0;B;11;13;13;14;10;13;12;14;14;7.4;74;54.76;547.6;;g;103;11;53;61;40;39;37;1;0;0;9;100;273.8;288.6;296;81.4;9
Lookout;w;145;3;35;2;0;16;18;0;0;0;B;25;12;18;11;12;18;17;17;19;9.5;95;90.25;902.5;54;g;124;25;71;78;41;52;41;1;0;0;74;130;389.5;494;389.5;237.5;74
Lookout;w;146;4;0;3;12;17;0;0;0;;B;10;12;11;9;6;12;12;17;11;8.2;82;67.24;672.4;51;g;90;10;52;48;32;41;26;1;0;0;36;89;213.2;336.2;262.4;82;
Lookout;w;147;0;45;0;8;29;38;0;0;0;B;11;15;11;15;15;9;17;13;15;13.9;139;193.21;1932.1;50;g;110;11;54;67;41;39;41;1;0;0;120;106;569.9;542.1;569.9;152.9;120
Lookout;w;148;3;21;0;0;18;24;14;5;0;B;10;14;13;10;11;13;6;9;7;6.9;69;47.61;476.1;51;g;83;10;35;58;37;28;34;1;0;0;85;86;234.6;193.2;255.3;69;85
Lookout;w;154;0;16;3;29;15;15;8;0;;B;10;11;11;4;15;4;5;11;;6.5;65;42.25;422.5;39;g;61;10;20;51;26;20;30;1;0;0;86;71;195;130;169;65;
Lookout;w;156;0;0;0;0;4;0;0;;;B;8;7;6;8;12;13;17;16;;6.8;68;46.24;462.4;51;g;79;8;46;41;21;46;26;1;0;0;;87;176.8;312.8;142.8;54.4;
Lookout;w;157;15;0;0;0;12;24;0;0;0;B;11;17;15;13;16;13;20;23;19;9.4;94;88.36;883.6;56;g;136;11;75;72;45;56;44;1;0;0;51;128;413.6;526.4;423;103.4;51
Lookout;w;162;3;5;0;0;7;;;;;B;9;10;17;11;15;10;;;;5.5;55;30.25;302.5;45;g;63;9;10;62;38;10;43;1;0;0;;;236.5;55;209;49.5;
Lookout;w;163;4;17;0;0;7;12;2;5;;B;9;11;12;9;5;12;10;9;;9.7;97;94.09;940.9;49;g;68;9;31;46;32;31;26;1;0;0;47;77;252.2;300.7;310.4;87.3;
Lookout;w;166;0;4;0;4;19;14;0;;;B;6;8;7;7;7;10;8;7;9;9.1;91;82.81;828.1;55;g;63;6;34;35;22;25;21;1;0;0;;60;191.1;227.5;200.2;54.6;
Lookout;w;172;1;12;0;2;0;0;0;0;;B;10;12;9;9;8;9;10;14;16;7.2;72;51.84;518.4;45;g;87;10;49;48;30;33;26;1;0;0;15;81;187.2;237.6;216;72;
Lookout;w;173;0;2;0;7;10;0;0;0;0;B;7;12;12;8;6;11;13;18;20;7.4;74;54.76;547.6;44;g;100;7;62;45;32;42;26;1;0;0;19;87;192.4;310.8;236.8;51.8;19
Lookout;w;172a;8;18;0;0;37;0;0;0;0;B;9;15;15;11;13;15;17;16;20;;;;;;g;122;9;68;63;41;48;39;1;0;0;63;111;;;;;63
Lookout;w;20;0;5;6;0;0;0;0;0;;A;5;8;12;13;16;10;9;10;;4.4;44;19.36;193.6;20;n;78;5;29;54;33;29;41;1;0;0;11;83;180.4;127.6;145.2;22;
Lookout;w;21;2;0;0;0;0;3;13;1;;A;3;4;6;8;6;4;6;4;;3.7;37;13.69;136.9;19;n;38;3;14;27;18;14;20;1;0;0;19;41;74;51.8;66.6;11.1;
Lookout;w;22;0;0;0;15;5;38;8;2;;A;3;4;6;5;5;7;9;12;;4;40;16;160;23;n;48;3;28;23;15;28;16;1;0;0;68;51;64;112;60;12;
Lookout;w;23;0;0;1;0;8;6;5;0;;A;;11;23;14;16;18;20;24;;;;;;;n;126;;62;64;48;62;53;1;0;0;20;;;;;;
Lookout;w;24;0;3;0;0;0;0;0;0;;A;3;7;13;10;11;10;7;14;;4.4;44;19.36;193.6;22;n;72;3;31;44;30;31;34;1;0;0;3;75;149.6;136.4;132;13.2;
Lookout;w;25;9;4;0;18;10;0;0;0;;A;5.2;9.5;12;13;7;5.9;10.5;8.5;;4.8;48;23.04;230.4;23;n;66.4;5.2;24.9;46.7;34.5;24.9;32;1;0;0;41;71.6;153.6;119.52;165.6;24.96;
Lookout;w;26;1;12;5;2;2;18;19;3;;A;4;7;5.5;5;8;9;7;9;;4.9;49;24.01;240.1;27;n;50.5;4;25;29.5;17.5;25;18.5;1;0;0;62;54.5;90.65;122.5;85.75;19.6;
Lookout;w;28;0;18;0;0;0;0;0;0;;A;6;10.3;10.5;13.5;16;13.5;13.5;9.5;;6.3;63;39.69;396.9;;n;86.8;6;36.5;56.3;34.3;36.5;40;1;0;0;18;92.8;252;229.95;216.09;37.8;
Lookout;w;29;0;0;0;0;0;0;0;0;;A;5.2;6.6;6.5;8.3;7.7;8.3;8.6;10.3;;;;;;;n;56.3;5.2;27.2;34.3;21.4;27.2;22.5;1;0;0;0;61.5;;;;;
Lookout;w;30;1;0;0;0;9;0;0;0;;A;4.2;7.3;4.4;4.7;5.4;4.4;10.9;9.5;;3.5;35;12.25;122.5;27;n;46.6;4.2;24.8;26;16.4;24.8;14.5;1;0;0;10;50.8;50.75;86.8;57.4;14.7;
Lookout;w;31;0;0;0;0;0;2;0;0;;A;6.4;11.5;10.5;9;8.2;7.4;8.4;11;;5.1;51;26.01;260.1;28;n;66;6.4;26.8;45.6;31;26.8;27.7;1;0;0;2;72.4;141.27;136.68;158.1;32.64;
Lookout;w;32;0;4;0;0;0;8;0;0;;A;7;9;8.5;10;9.5;11.5;11.2;11;;5.3;53;28.09;280.9;29;n;70.7;7;33.7;44;27.5;33.7;28;1;0;0;12;77.7;148.4;178.61;145.75;37.1;
Lookout;w;33;8;0;0;0;11;7;0;0;;A;7.5;8;7.3;8.4;11.5;12.5;10;10;;7;70;49;490;26;n;67.7;7.5;32.5;42.7;23.7;32.5;27.2;1;0;0;26;75.2;190.4;227.5;165.9;52.5;
Lookout;w;34;0;0;0;18;1;0;0;0;;A;4;4.4;;4;5.5;5.8;8.2;8.7;;4.3;43;18.49;184.9;28;n;36.6;4;22.7;17.9;8.4;22.7;9.5;1;0;0;19;;40.85;97.61;36.12;17.2;
Lookout;w;35;1;2;0;1;0;5;0;0;;A;6.5;8;7.2;6.2;9;8.2;6.4;5.1;;3.8;38;14.44;144.4;23;n;50.1;6.5;19.7;36.9;21.4;19.7;22.4;1;0;0;9;56.6;85.12;74.86;81.32;24.7;
Lookout;w;36;0;0;0;2;0;2;0;0;;A;3.5;4;4.5;5.4;5;4.8;7;8.2;;3.3;33;10.89;108.9;28;n;38.9;3.5;20;22.4;13.9;20;14.9;1;0;0;4;42.4;49.17;66;45.87;11.55;
Lookout;w;38;1;0;0;0;9;0;0;0;;A;12;15;7;6;4;8.2;6;4.5;;5.7;57;32.49;324.9;31;n;50.7;12;18.7;44;28;18.7;17;1;0;0;10;62.7;96.9;106.59;159.6;68.4;
Lookout;w;40;0;4;0;0;32;10;0;0;;A;5.5;8.5;9;8.3;5.5;8.5;7.5;7;;;;;;;n;54.3;5.5;23;36.8;25.8;23;22.8;1;0;0;46;59.8;;;;;
Lookout;w;41;0;4;6;0;8;4;10;0;;A;8;7;7;4;4;5;7;10;;5.3;53;28.09;280.9;;n;44;8;22;30;18;22;15;1;0;0;32;52;79.5;116.6;95.4;42.4;
Lookout;w;42;6;0;0;0;0;3;0;0;;A;12;15;12;14;9;7;9;8;;6.9;69;47.61;476.1;;n;74;12;24;62;41;24;35;1;0;0;9;86;241.5;165.6;282.9;82.8;
Lookout;w;43;21;16;8;2;26;9;0;0;;A;12;15;12;15;10;13;11;12;;7;70;49;490;;n;88;12;36;64;42;36;37;1;0;0;82;100;259;252;294;84;
Lookout;w;45;3;14;10;9;13;3;16;9;;A;7;8;8;10;12;12;13;11;;9.4;94;88.36;883.6;;n;74;7;36;45;26;36;30;1;0;0;77;81;282;338.4;244.4;65.8;
Lookout;w;46;0;6;3;5;15;0;0;0;;A;15;17;24;9;10;11;7;6;;7.5;75;56.25;562.5;;n;84;15;24;75;50;24;43;1;0;0;29;99;322.5;180;375;112.5;
Lookout;w;47;0;12;0;3;9;0;0;0;;A;;14;13;21;14;17;16;15;;6.1;61;37.21;372.1;;n;110;;48;62;48;48;48;1;0;0;24;;292.8;292.8;292.8;;
Lookout;w;48;8;2;0;0;7;17;0;0;;A;15;13;7;8;7;10;12;9;;6.2;62;38.44;384.4;;n;66;15;31;50;28;31;22;1;0;0;34;81;136.4;192.2;173.6;93;
Lookout;w;49;0;3;0;0;0;20;2;0;;A;;;17;12;13;12;12;16;;7.5;75;56.25;562.5;;n;82;;40;42;29;40;42;1;0;0;25;;315;300;217.5;;
Lookout;w;50;0;0;0;3;7;6;0;0;;A;4;6;4;5;7;9;7;8;;3.2;32;10.24;102.4;19;n;46;4;24;26;15;24;16;1;0;0;16;50;51.2;76.8;48;12.8;
Lookout;w;52;0;0;5;3;5;11;4;0;;A;6;7;9;11;9;14;12;14;;6.2;62;38.44;384.4;23;n;76;6;40;42;27;40;29;1;0;0;28;82;179.8;248;167.4;37.2;
Lookout;w;53;3;10;8;5;2;0;0;0;;A;12;9;14;8;18;10;10;17;;6.8;68;46.24;462.4;32;n;86;12;37;61;31;37;40;1;0;0;28;98;272;251.6;210.8;81.6;
Lookout;w;54;14;14;10;0;0;0;16;4;;A;6;6;10;9;18;13;12;13;;8.1;81;65.61;656.1;30;n;81;6;38;49;25;38;37;1;0;0;58;87;299.7;307.8;202.5;48.6;
Lookout;w;55;11;17;23;3;4;1;18;18;;A;3;6;9;9;8;5;5;5;;6.3;63;39.69;396.9;23;n;47;3;15;35;24;15;26;1;0;0;95;50;163.8;94.5;151.2;18.9;
Lookout;w;56;0;0;1;6;0;7;0;0;;A;10;6;8;9;7;5;13;16;;5;50;25;250;24;n;64;10;34;40;23;34;24;1;0;0;14;74;120;170;115;50;
Lookout;w;57;3;6;12;16;19;11;1;10;;A;14;5;3;6;7;6;10;7;;6;60;36;360;;n;44;14;23;35;14;23;16;1;0;0;78;58;96;138;84;84;
Lookout;w;58;0;0;1;0;0;0;0;0;;A;3;6;12;13;13;15;12;10;;3.9;39;15.21;152.1;33;n;81;3;37;47;31;37;38;1;0;0;1;84;148.2;144.3;120.9;11.7;
Lookout;w;59;4;13;17;7;6;8;6;0;;A;8;6;10;8;13;6;10;11;;6.6;66;43.56;435.6;28;n;64;8;27;45;24;27;31;1;0;0;61;72;204.6;178.2;158.4;52.8;
Lookout;w;60;0;2;0;0;2;1;5;0;;A;;;8;8;11;12;15;15;;;;;;;n;69;;42;27;16;42;27;1;0;0;10;;;;;;
Lookout;w;61;1;8;0;8;0;7;3;0;;A;3;6;8;10;10;10;8;8;;7.8;78;60.84;608.4;30;n;60;3;26;37;24;26;28;1;0;0;27;63;218.4;202.8;187.2;23.4;
Lookout;w;63;1;20;4;5;15;12;5;0;;A;3;5;4;6;8;5;6;7;;8.6;86;73.96;739.6;33;n;41;3;18;26;15;18;18;1;0;0;62;44;154.8;154.8;129;25.8;
Lookout;w;64;0;0;0;7;2;0;7;0;;A;6;4;6;8;10;6;13;8;;6.7;67;44.89;448.9;37;n;55;6;27;34;18;27;24;1;0;0;16;61;160.8;180.9;120.6;40.2;
Lookout;w;65;2;1;0;0;11;3;7;4;;A;6;5;8;5;7;8;20;11;;7.6;76;57.76;577.6;29;n;64;6;39;31;18;39;20;1;0;0;28;70;152;296.4;136.8;45.6;
Lookout;w;67;3;1;0;0;0;0;0;0;;A;8;14;6;10;7;8;10;10;;7.9;79;62.41;624.1;31;n;65;8;28;45;30;28;23;1;0;0;4;73;181.7;221.2;237;63.2;
Lookout;w;68;5;1;0;0;0;0;0;0;;A;8;10;8;7;6;5;10;12;;7.3;73;53.29;532.9;30;n;58;8;27;39;25;27;21;1;0;0;6;66;153.3;197.1;182.5;58.4;
Lookout;w;69;7;0;0;0;7;4;0;0;;A;7;6;12;14;9;16;14;15;;16.7;167;278.89;2788.9;34;n;86;7;45;48;32;45;35;1;0;0;18;93;584.5;751.5;534.4;116.9;
Lookout;w;70;0;3;0;0;0;0;0;0;;A;12.2;14.6;10.8;14.7;17.4;10.7;7.2;17.8;;7.3;73;53.29;532.9;34;n;93.2;12.2;35.7;69.7;40.1;35.7;42.9;1;0;0;3;105.4;313.17;260.61;292.73;89.06;
Lookout;w;71;7;5;2;15;4;21;6;4;;A;13;14;11;10;13;10;14;16;;11.2;112;125.44;1254.4;34;n;88;13;40;61;35;40;34;1;0;0;64;101;380.8;448;392;145.6;
Lookout;w;72;1;1;0;0;0;0;0;0;;A;4;8;7;9;8;;;;;6;60;36;360;38;n;32;4;;36;24;;24;1;0;0;2;;144;;144;24;
Lookout;w;73;0;1;4;4;5;8;3;2;;A;5;3;6;3;6;7;6;7;;7;70;49;490;30;n;38;5;20;23;12;20;15;1;0;0;27;43;105;140;84;35;
Lookout;w;83;0;19;3;19;8;33;27;15;7;A;9.4;7.9;9.9;10.2;9.3;12.4;14;16.5;12.1;12.8;128;163.84;1638.4;41;n;92.3;9.4;55;46.7;28;42.9;29.4;1;0;0;124;89.6;376.32;549.12;358.4;120.32;131
Lookout;w;84;7;19;0;3;6;24;19;0;;A;10.6;16.7;11.7;9.7;12.2;15.4;16;9.9;;6;60;36;360;;n;91.6;10.6;41.3;60.9;38.1;41.3;33.6;1;0;0;78;102.2;201.6;247.8;228.6;63.6;
Lookout;w;85;0;0;0;3;4;5;0;0;;A;9;10.7;7.9;7.3;7.9;8.4;7.7;14;;9.7;97;94.09;940.9;39;n;63.9;9;30.1;42.8;25.9;30.1;23.1;1;0;0;12;72.9;224.07;291.97;251.23;87.3;
Lookout;w;86;2;0;4;0;16;0;0;0;;A;8.8;14.5;9.2;9.2;7.4;9.2;10.5;12.4;;6.8;68;46.24;462.4;;n;72.4;8.8;32.1;49.1;32.9;32.1;25.8;1;0;0;22;81.2;175.44;218.28;223.72;59.84;
Lookout;w;89;3;1;0;0;0;5;24;6;;A;14;5;13;8;6;6;10;15;;;;;;;n;63;14;31;46;26;31;27;1;0;0;39;77;;;;;
Lookout;w;90;2;8;6;17;11;37;28;0;;A;8;7;5;6;4;6;8;11;;12.2;122;148.84;1488.4;39;n;47;8;25;30;18;25;15;1;0;0;109;55;183;305;219.6;97.6;
Lookout;w;91;0;4;5;6;3;0;4;0;;A;6;4;8;5;9;9;12;6;;10.7;107;114.49;1144.9;40;n;53;6;27;32;17;27;22;1;0;0;22;59;235.4;288.9;181.9;64.2;
Lookout;w;92;0;3;1;2;2;8;5;0;;A;7;12;8;5;6;6;10;;;7;70;49;490;34;n;47;7;16;38;25;16;19;1;0;0;21;;133;112;175;49;
Lookout;w;93;0;0;0;3;7;5;0;0;;A;8;12;6;5;6;8;7;10;;6.5;65;42.25;422.5;41;n;54;8;25;37;23;25;17;1;0;0;15;62;110.5;162.5;149.5;52;
Lookout;w;94;0;2;0;0;0;9;4;0;;A;10.6;13;13;8.7;7.5;9;6;11.5;;9.2;92;84.64;846.4;45;n;68.7;10.6;26.5;52.8;34.7;26.5;29.2;1;0;0;15;79.3;268.64;243.8;319.24;97.52;
Lookout;w;95;9;16;19;5;13;9;6;0;;"too high";;;;;;;;;;14.7;147;216.09;2160.9;49;n;;;;;;;0;1;0;0;77;;0;;;;
Lookout;w;97;0;6;8;9;40;20;0;0;;A;8.4;12.2;9.3;9.1;9;4.5;12.4;10;;10.7;107;114.49;1144.9;40;n;66.5;8.4;26.9;48;30.6;26.9;27.4;1;0;0;83;74.9;293.18;287.83;327.42;89.88;
